Remove useless text ...
vprtrb : "Mnemonics: " removed
vprtrb : "Characteristic: " removed
vprtrb : "Variable type: " removed
vprtrb : "Default is " removed
w90iniprj : "Mnemonics: " removed
w90iniprj : "Characteristic: " removed
w90iniprj : "Variable type: " removed
w90iniprj : "Default is " removed
w90prtunk : "Mnemonics: " removed
w90prtunk : "Characteristic: " removed
w90prtunk : "Variable type: " removed
w90prtunk : "Default is " removed
wfoptalg : "Mnemonics: " removed
wfoptalg : "Characteristic: " removed
wfoptalg : "Variable type: " removed
wfoptalg : "Default is " removed
wtatcon : "Mnemonics: " removed
wtatcon : "Characteristic: " removed
wtatcon : "Variable type: " removed
wtatcon : "Default is " removed
wtk : "Mnemonics: " removed
wtk : "Characteristic: " removed
wtk : "Variable type: " removed
wtk : "Default is " removed
wvl_bigdft_comp : "Mnemonics: " removed
wvl_bigdft_comp : "Characteristic: " removed
wvl_bigdft_comp : "Variable type: " removed
wvl_bigdft_comp : "Default is " removed
wvl_crmult : "Mnemonics: " removed
wvl_crmult : "Characteristic: " removed
wvl_crmult : "Variable type: " removed
wvl_crmult : "Default is " removed
wvl_frmult : "Mnemonics: " removed
wvl_frmult : "Characteristic: " removed
wvl_frmult : "Variable type: " removed
wvl_frmult : "Default is " removed
wvl_hgrid : "Mnemonics: " removed
wvl_hgrid : "Characteristic: " removed
wvl_hgrid : "Variable type: " removed
wvl_hgrid : "Default is " removed
wvl_ngauss : "Mnemonics: " removed
wvl_ngauss : "Characteristic: " removed
wvl_ngauss : "Variable type: " removed
wvl_ngauss : "Default is " removed
wvl_nprccg : "Mnemonics: " removed
wvl_nprccg : "Characteristic: " removed
wvl_nprccg : "Variable type: " removed
wvl_nprccg : "Default is " removed
xangst : "Mnemonics: " removed
xangst : "Characteristic: " removed
xangst : "Variable type: " removed
xangst : "default" field added
xc_denpos : "Mnemonics: " removed
xc_denpos : "Characteristic: " removed
xc_denpos : "Variable type: " removed
xc_denpos : "Default is " removed
xc_tb09_c : "Mnemonics: " removed
xc_tb09_c : "Characteristic: " removed
xc_tb09_c : "Variable type: " removed
xc_tb09_c : "Default is " removed
xcart : "Mnemonics: " removed
xcart : "Characteristic: " removed
xcart : "Variable type: " removed
xcart : "default" field added
xclevel : "Mnemonics: " removed
xclevel : "Characteristic: " removed
xclevel : "Variable type: " removed
xclevel : "Default is " removed
xred : "Mnemonics: " removed
xred : "Characteristic: " removed
xred : "Variable type: " removed
xred : "Default is " removed
xredsph_extra : "Mnemonics: " removed
xredsph_extra : "Characteristic: " removed
xredsph_extra : "Variable type: " removed
xredsph_extra : "Default is " removed
xyzfile : "Mnemonics: " removed
xyzfile : "Characteristic: " removed
xyzfile : "Variable type: " removed
xyzfile : "Default is " removed
zcut : "Mnemonics: " removed
zcut : "Characteristic: " removed
zcut : "Variable type: " removed
zcut : "Default is " removed
zeemanfield : "Mnemonics: " removed
zeemanfield : "Characteristic: " removed
zeemanfield : "Variable type: " removed
zeemanfield : "Default is " removed
ziontypat : "Mnemonics: " removed
ziontypat : "Characteristic: " removed
ziontypat : "Variable type: " removed
ziontypat : "Default is " removed
znucl : "Mnemonics: " removed
znucl : "Characteristic: " removed
znucl : "Variable type: " removed
znucl : "default" field added
Compute new var type and dimensions
accesswff : integer converted
accuracy : integer converted
acell : real converted
adpimd : integer converted
adpimd_gamma : real converted
algalch : integer converted
amu : real converted
angdeg : real converted
atvshift : real converted
autoparal : integer converted
awtr : integer converted
bandpp : integer converted
bdberry : integer converted
bdeigrf : integer converted
bdgw : integer converted
berryopt : integer converted
berrysav : integer converted
berrystep : integer converted
bfield : real converted
bmass : real converted
boxcenter : real converted
boxcutmin : real converted
brvltt : integer converted
bs_algorithm : integer converted
bs_calctype : integer converted
bs_coulomb_term : integer converted
bs_coupling : integer converted
bs_eh_cutoff : integer converted
bs_exchange_term : integer converted
bs_freq_mesh : real converted
bs_hayd_term : integer converted
bs_haydock_niter : integer converted
bs_haydock_tol : real converted
bs_interp_kmult : integer converted
bs_interp_mode : integer converted
bs_interp_prep : integer converted
bs_loband : integer converted
bs_nstates : integer converted
builtintest : integer converted
bxctmindg : real converted
cd_customnimfrqs : integer converted
cd_frqim_method : integer converted
cd_full_grid : integer converted
cd_halfway_freq : real converted
cd_imfrqs : real converted
cd_max_freq : real converted
cd_subset_freq : integer converted
cgtyphf : integer converted
charge : real converted
chkexit : integer converted
chkgwcomp : integer converted
chkprim : integer converted
chksymbreak : integer converted
cineb_start : integer converted
cmlfile : string converted
cpu : real converted
ddamp : real converted
delayperm : integer converted
densty : real converted
dfield : real converted
diecut : real converted
diegap : real converted
dielam : real converted
dielng : real converted
diemac : real converted
diemix : real converted
diemixmag : real converted
diismemory : integer converted
dilatmx : real converted
dmatpawu : real converted
dmatpuopt : integer converted
dmatudiag : integer converted
dmft_dc : integer converted
dmft_iter : integer converted
dmft_mxsf : real converted
dmft_nwli : integer converted
dmft_nwlo : integer converted
dmft_read_occnd : integer converted
dmft_rslf : integer converted
dmft_solv : real converted
dmft_t2g : integer converted
dmft_tollc : real converted
dmftcheck : integer converted
dmftctqmc_check : integer converted
dmftctqmc_correl : integer converted
dmftctqmc_gmove : integer converted
dmftctqmc_grnns : integer converted
dmftctqmc_meas : integer converted
dmftctqmc_mov : integer converted
dmftctqmc_mrka : integer converted
dmftctqmc_order : integer converted
dmftqmc_l : integer converted
dmftqmc_seed : integer converted
dmftqmc_therm : integer converted
dosdeltae : real converted
dtion : real converted
dynimage : integer converted
ecut : real converted
ecuteps : real converted
ecutsigx : real converted
ecutsm : real converted
ecutwfn : real converted
effmass : real converted
efield : real converted
elph2_imagden : real converted
enunit : integer converted
eshift : real converted
esmear : real converted
etsfgroups : integer converted
etsfmain : integer converted
exchmix : real converted
exchn2n3d : integer converted
f4of2_sla : real converted
f6of2_sla : real converted
fband : real converted
fermie_nest : real converted
fft_opt_lob : integer converted
fftalg : integer converted
fftcache : integer converted
fftgw : integer converted
freqim_alpha : real converted
freqremax : real converted
freqremin : real converted
freqspmax : real converted
freqspmin : real converted
freqsusin : real converted
freqsuslo : real converted
friction : real converted
frzfermi : integer converted
fxcartfactor : real converted
ga_algor : integer converted
ga_fitness : integer converted
ga_n_rules : integer converted
ga_rules : integer converted
genafm : real converted
get1den : integer converted
get1wf : integer converted
getbscoup : integer converted
getbseig : integer converted
getbsreso : integer converted
getcell : integer converted
getddk : integer converted
getden : integer converted
getgam_eig2nkq : integer converted
gethaydock : integer converted
getkss : integer converted
getocc : integer converted
getqps : integer converted
getscr : integer converted
getsuscep : integer converted
getvel : integer converted
getwfk : integer converted
getwfkfine : integer converted
getwfq : integer converted
getxcart : integer converted
getxred : integer converted
goprecon : integer converted
goprecprm : array of X elements converted
goprecprm : real converted
gpu_linalg_limit : integer converted
gw_customnfreqsp : integer converted
gw_eet : integer converted
gw_eet_inclvkb : integer converted
gw_eet_nband : integer converted
gw_eet_scale : real converted
gw_freqsp : real converted
gw_frqim_inzgrid : integer converted
gw_frqre_inzgrid : integer converted
gw_frqre_tangrid : integer converted
gw_nqlwl : integer converted
gw_nstep : integer converted
gw_qlwl : real converted
gw_qprange : integer converted
gw_sctype : integer converted
gw_sigxcore : integer converted
gwcalctyp : integer converted
gwcomp : integer converted
gwgamma : integer converted
gwmem : integer converted
gwpara : integer converted
gwrpacorr : integer converted
iatcon : integer converted
iatfix : integer converted
iatfixx : integer converted
iatfixy : integer converted
iatfixz : integer converted
iatsph : integer converted
iboxcut : integer converted
icoulomb : integer converted
icutcoul : integer converted
idyson : integer converted
ieig2rf : integer converted
ikhxc : integer converted
imgmov : integer converted
inclvkb : integer converted
intexact : integer converted
intxc : integer converted
ionmov : integer converted
iprcch : integer converted
iprcel : integer converted
iprcfc : integer converted
iprctfvw : integer converted
iqpt : integer converted
irandom : integer converted
ird1den : integer converted
ird1wf : integer converted
irdbscoup : integer converted
irdbseig : integer converted
irdbsreso : integer converted
irdddk : integer converted
irdden : integer converted
irdhaydock : integer converted
irdkss : integer converted
irdqps : integer converted
irdscr : integer converted
irdsuscep : integer converted
irdvdw : integer converted
irdwfk : integer converted
irdwfkfine : integer converted
irdwfq : integer converted
iscf : integer converted
isecur : integer converted
istatimg : integer converted
istatr : integer converted
istatshft : integer converted
istwfk : integer converted
ixc : integer converted
ixcpositron : integer converted
jdtset : integer converted
jellslab : integer converted
jfielddir : integer converted
jpawu : real converted
kberry : integer converted
kpt : real converted
kptbounds : real converted
kptgw : real converted
kptnrm : real converted
kptns : real converted
kptopt : integer converted
kptrlatt : integer converted
kptrlen : real converted
kssform : integer converted
ldgapp : integer converted
lexexch : integer converted
localrdwf : integer converted
lotf_classic : integer converted
lotf_nitex : integer converted
lotf_nneigx : integer converted
lotf_version : integer converted
lpawu : integer converted
macro_uj : integer converted
magcon_lambda : real converted
magconon : integer converted
max_ncpus : integer converted
maxestep : real converted
maxnsym : integer converted
mband : integer converted
mdf_epsinf : real converted
mdtemp : real converted
mdwall : real converted
mem_test : integer converted
mep_mxstep : real converted
mep_solver : integer converted
mgfft : integer converted
mgfftdg : integer converted
mixalch : integer converted
mk1mem : integer converted
mkmem : integer converted
mkqmem : integer converted
mpw : integer converted
mqgrid : integer converted
mqgriddg : integer converted
natcon : integer converted
natfix : integer converted
natfixx : integer converted
natfixy : integer converted
natfixz : integer converted
natom : integer converted
natpawu : integer converted
natrd : integer converted
natsph : integer converted
natsph_extra : integer converted
natvshift : integer converted
nband : integer converted
nbandhf : integer converted
nbandkss : integer converted
nbandsus : integer converted
nbdblock : integer converted
nbdbuf : integer converted
nberry : integer converted
nconeq : integer converted
nctime : integer converted
ndivk : integer converted
ndivsm : integer converted
ndtset : integer converted
ndynimage : integer converted
ndyson : integer converted
neb_algo : integer converted
neb_spring : real converted
nelect : real converted
nfft : integer converted
nfftdg : integer converted
nfreqim : integer converted
nfreqmidm : integer converted
nfreqre : integer converted
nfreqsp : integer converted
nfreqsus : integer converted
ngfft : integer converted
ngfftdg : integer converted
ngkpt : integer converted
ngqpt : integer converted
nimage : integer converted
nkpt : integer converted
nkptgw : integer converted
nkpthf : integer converted
nline : integer converted
nloalg : integer converted
nnos : integer converted
nnsclo : integer converted
nnsclohf : integer converted
nobj : integer converted
nomegasf : integer converted
nomegasi : integer converted
nomegasrd : integer converted
normpawu : integer converted
np_slk : integer converted
npband : integer converted
npfft : integer converted
nphf : integer converted
npimage : integer converted
npkpt : integer converted
nppert : integer converted
npsp : integer converted
npspalch : integer converted
npspinor : integer converted
npulayit : integer converted
npvel : integer converted
npweps : integer converted
npwkss : integer converted
npwsigx : integer converted
npwwfn : integer converted
nqpt : integer converted
nqptdm : integer converted
nsheps : integer converted
nshiftk : integer converted
nshiftq : integer converted
nshsigx : integer converted
nshwfn : integer converted
nspden : integer converted
nspinor : integer converted
nsppol : integer converted
nstep : integer converted
nsym : integer converted
ntime : integer converted
ntimimage : integer converted
ntypalch : integer converted
ntypat : integer converted
ntyppure : integer converted
nwfshist : integer converted
objaat : integer converted
objaax : real converted
objan : integer converted
objarf : integer converted
objaro : real converted
objatr : real converted
occ : real converted
occopt : integer converted
omegasimax : real converted
omegasrdmax : real converted
optcell : integer converted
optdriver : integer converted
optforces : integer converted
optfreqsus : integer converted
optnlxccc : integer converted
optstress : integer converted
orbmag : integer converted
ortalg : integer converted
papiopt : integer converted
paral_atom : integer converted
paral_kgb : integer converted
paral_rf : integer converted
pawcpxocc : integer converted
pawcross : integer converted
pawecutdg : real converted
pawfatbnd : integer converted
pawlcutd : integer converted
pawlmix : integer converted
pawmixdg : integer converted
pawnhatxc : integer converted
pawnphi : integer converted
pawntheta : integer converted
pawnzlm : integer converted
pawoptmix : integer converted
pawoptosc : integer converted
pawovlp : real converted
pawprt_b : integer converted
pawprt_k : integer converted
pawprtden : integer converted
pawprtdos : integer converted
pawprtvol : integer converted
pawprtwf : integer converted
pawspnorb : integer converted
pawstgylm : integer converted
pawsushat : integer converted
pawujat : integer converted
pawujrad : real converted
pawujv : real converted
pawusecp : integer converted
pawxcdev : integer converted
pimass : real converted
pitransform : integer converted
plowan_bandf : integer converted
plowan_bandi : integer converted
plowan_compute : integer converted
plowan_iatom : integer converted
plowan_it : integer converted
plowan_lcalc : integer converted
plowan_natom : integer converted
plowan_nbl : integer converted
plowan_nt : integer converted
plowan_projcalc : integer converted
plowan_realspace : integer converted
polcen : real converted
positron : integer converted
posnstep : integer converted
posocc : real converted
postoldfe : real converted
postoldff : real converted
ppmfrq : real converted
ppmodel : integer converted
prepanl : integer converted
prepgkk : integer converted
prepscphon : integer converted
prt1dm : integer converted
prtatlist : integer converted
prtbbb : integer converted
prtbltztrp : integer converted
prtcif : integer converted
prtcml : integer converted
prtcs : integer converted
prtden : integer converted
prtdensph : integer converted
prtdipole : integer converted
prtdos : integer converted
prtdosm : integer converted
prtefg : integer converted
prteig : integer converted
prtelf : integer converted
prtfc : integer converted
prtfsurf : integer converted
prtgden : integer converted
prtgeo : integer converted
prtgkk : integer converted
prtkden : integer converted
prtkpt : integer converted
prtlden : integer converted
prtnabla : integer converted
prtnest : integer converted
prtposcar : integer converted
prtpot : integer converted
prtspcur : integer converted
prtstm : integer converted
prtsuscep : integer converted
prtvdw : integer converted
prtvha : integer converted
prtvhxc : integer converted
prtvol : integer converted
prtvolimg : integer converted
prtvxc : integer converted
prtwant : integer converted
prtwf : integer converted
ptcharge : real converted
ptgroupma : integer converted
pvelmax : real converted
qmass : real converted
qprtrb : integer converted
qpt : array of X elements converted
qpt : real converted
qptdm : real converted
qptn : real converted
qptnrm : real converted
qptopt : integer converted
qptrlatt : integer converted
quadmom : real converted
random_atpos : integer converted
ratsph : real converted
ratsph_extra : real converted
rcut : real converted
recefermi : real converted
recgratio : integer converted
recnpath : integer converted
recnrec : integer converted
recptrott : integer converted
recrcut : integer converted
rectesteg : integer converted
rectolden : real converted
red_dfield : real converted
red_efield : real converted
red_efieldbar : real converted
restartxf : integer converted
rf1atpol : array of X elements converted
rf1atpol : integer converted
rf1dir : array of X elements converted
rf1dir : integer converted
rf1elfd : integer converted
rf1phon : integer converted
rf2atpol : array of X elements converted
rf2atpol : integer converted
rf2dir : array of X elements converted
rf2dir : integer converted
rf2elfd : integer converted
rf2phon : integer converted
rf3atpol : array of X elements converted
rf3atpol : integer converted
rf3dir : array of X elements converted
rf3dir : integer converted
rf3elfd : integer converted
rf3phon : integer converted
rfasr : integer converted
rfatpol : array of X elements converted
rfatpol : integer converted
rfddk : integer converted
rfdir : array of X elements converted
rfdir : integer converted
rfelfd : integer converted
rfmeth : integer converted
rfphon : integer converted
rfstrs : integer converted
rfuser : integer converted
rhoqpmix : real converted
rprim : real converted
rprimd : real converted
scalecart : real converted
sciss : real converted
scphon_supercell : array of X elements converted
scphon_supercell : integer converted
scphon_temp : real converted
shiftk : real converted
shiftq : real converted
signperm : integer converted
slabwsrad : real converted
slabzbeg : real converted
slabzend : real converted
smdelta : integer converted
so_psp : integer converted
soenergy : real converted
spbroad : real converted
spgaxor : integer converted
spgorig : integer converted
spgroup : integer converted
spgroupma : integer converted
spinat : real converted
spinmagntarget : real converted
spmeth : integer converted
spnorbscl : real converted
stmbias : real converted
strfact : real converted
string_algo : integer converted
strprecon : real converted
strtarget : real converted
suskxcrs : integer converted
symafm : integer converted
symchi : integer converted
symmorphi : integer converted
symrel : integer converted
symsigma : integer converted
td_maxene : real converted
td_mexcit : real converted
tfkinfunc : integer converted
timopt : integer converted
tl_nprccg : integer converted
tl_radius : real converted
tnons : real converted
toldfe : real converted
toldff : real converted
tolimg : real converted
tolmxf : real converted
tolrde : real converted
tolrff : real converted
tolsym : real converted
tolvrs : real converted
tolwfr : real converted
tphysel : real converted
tsmear : real converted
typat : integer converted
ucrpa : integer converted
ucrpa_bands : integer converted
ucrpa_window : real converted
udtset : integer converted
upawu : real converted
use_gemm_nonlop : integer converted
use_gpu_cuda : integer converted
use_nonscf_gkk : integer converted
use_slk : integer converted
usedmatpu : integer converted
usedmft : integer converted
useexexch : integer converted
usefock : integer converted
usekden : integer converted
usepaw : integer converted
usepawu : integer converted
usepotzero : integer converted
userec : integer converted
useri : integer converted
userr : real converted
usewvl : integer converted
usexcnhat : integer converted
useylm : integer converted
vaclst : integer converted
vacnum : integer converted
vacuum : integer converted
vacwidth : real converted
vcutgeo : real converted
vdw_df_acutmin : real converted
vdw_df_aratio : real converted
vdw_df_damax : real converted
vdw_df_damin : real converted
vdw_df_dcut : real converted
vdw_df_dratio : real converted
vdw_df_dsoft : real converted
vdw_df_gcut : real converted
vdw_df_ndpts : integer converted
vdw_df_ngpts : integer converted
vdw_df_nqpts : integer converted
vdw_df_nrpts : integer converted
vdw_df_nsmooth : integer converted
vdw_df_phisoft : real converted
vdw_df_qcut : real converted
vdw_df_qratio : real converted
vdw_df_rcut : real converted
vdw_df_rsoft : real converted
vdw_df_threshold : real converted
vdw_df_tolerance : real converted
vdw_df_tweaks : integer converted
vdw_df_zab : real converted
vdw_nfrag : integer converted
vdw_supercell : integer converted
vdw_tol : real converted
vdw_typfrag : integer converted
vdw_xc : integer converted
vel : real converted
vel_cell : real converted
vis : real converted
vprtrb : array of X elements converted
vprtrb : real converted
w90iniprj : integer converted
w90prtunk : integer converted
wfoptalg : integer converted
wtatcon : real converted
wtk : real converted
wvl_bigdft_comp : integer converted
wvl_crmult : real converted
wvl_frmult : real converted
wvl_hgrid : real converted
wvl_ngauss : integer converted
wvl_nprccg : integer converted
xangst : real converted
xc_denpos : real converted
xc_tb09_c : real converted
xcart : real converted
xclevel : integer converted
xred : real converted
xredsph_extra : real converted
xyzfile : string converted
zcut : real converted
zeemanfield : real converted
ziontypat : real converted
znucl : real converted
